Anglican Nonconformist
saute fry
saute grill
saute roast
save squander
saved lost
savory unsavory
say ask
say begin
say do
say note
say tell
say_farewell welcome
scalable unscalable
scale_down scale_up
scale_up scale_down
scan download
scarce abundant
scarcity abundance
scatter bury
scatter kill
scatter spray
scented scentless
scentless scented
scheduled unscheduled
scholarly unscholarly
scientific unscientific
scoop shovel
scorch destroy
score finish
score get
score grab
score lose
score miss
score notch
scorn accept
scramble fumble
scramble unscramble
scrap adopt
scrap approve
scrap enforce
scrap propose
scrape excavate
scrawl type
scream cry
scream laugh
scream murmur
screw mess
screw unscrew
scribble read
scripted unscripted
scrupulous unscrupulous
scrupulousness unscrupulousness
seal unseal
sealed unsealed
seamanlike unseamanlike
seamed seamless
seamless seamed
search browse
seasonable unseasonable
seasonableness unseasonableness
seasonably unseasonably
seasonal year-round
seasoned unseasoned
seated standing
seaworthy unseaworthy
second first
second lap
secondarily primarily
secondary primary
secrete absorb
sectarian nonsectarian
secular religious
secure insecure
secured_bond unsecured_bond
securely insecurely
secureness insecureness
security insecurity
sedate stimulate
seductive unseductive
see expect
see like
see love
seeded unseeded
seedless seedy
seedy seedless
seek oppose
seemliness unseemliness
segregate desegregate
segregate prohibit
segregated integrated
segregation integration
seize surrender
selected unselected
self-consciously unselfconsciously
self-consciousness unselfconsciousness
self-fertilization cross-fertilization
self-pollination cross-pollination
selfish unselfish
selfishly unselfishly
selfishness unselfishness
sell buy
sell donate
sell purchase
senior junior
sensational unsensational
sense notice
sensibility insensibility
sensible insensible
sensitise desensitise
sensitive insensitive
sensitively insensitively
sensitiveness insensitiveness
sensitivity insensitivity
sensitize desensitize
sensitizing desensitizing
sensory extrasensory
sent unsent
sentence acquit
sentence remand
sentience insentience
sentient insentient
sentimentally unsentimentally
separably inseparably
separate joint
separate shield
separation union
septic antiseptic
sequence decode
serial_operation parallel_operation
serialize print
serious frivolous
seriousness frivolity
service disservice
serviceable unserviceable
serviceman civilian
servile unservile
sessile pedunculate
sessile vagile
set rise
settle arbitrate
settle avert
settle deny
settle pursue
settle reject
settle withdraw
settled unsettled
sever loosen
sever maintain
sever strengthen
sexual asexual
sexy unsexy
shaded unshaded
shake poke
shallow deep
shallowness deepness
shame pity
shapely unshapely
shared unshared
sharp dull
sharp flat
sharp natural
sharpen blunt
sharpen dull
sharpen flatten
sharpen lessen
sharpen soften
sharpness dullness
sharpness softness
shaven unshaven
sheared unsheared
sheathe unsheathe
sheathed unsheathed
shell loot
shelled unshelled
shelter evacuate
shelter harbour
shelve defer
shelve postpone
shelve propose
shelve reject
shield separate
shift reduce
shine blink
ship smuggle
ship stockpile
shockable unshockable
shod unshod
shoot finish
shoot get
shoot miss
shoot stab
short long
short tall
short-spurred long-spurred
shorten lengthen
shortness longness
shortness tallness
shout shriek
shout whisper
shove smash
shove throw
shovel scoop
show hide
shred chop
shred cube
shred dice
shred flake
shred halve
shred slice
shriek shout
shrink expand
shrink grow
shrink stretch
shrink swell
shrink widen
shrinkable unshrinkable
shun court
shun embrace
shun prefer
shun seek
shut open
shut reopen
shuttered unshuttered
side bottom
side top
sidereal civil
sidestep brush
sidestep deflect
sidestep ignore
sidestep repeat
sidestep resolve
sigh laugh
sighted blind
sign ratify
sign reject
sign resign
sign veto
signed unsigned
significance insignificance
significant insignificant
significant nonsignificant
significantly insignificantly
signify imply
silence please
silence provoke
silence sound
silenced unsilenced
silver bronze
similar dissimilar
similarity dissimilarity
similitude dissimilitude
simmer refrigerate
simple complex
simple compound
simplicity complexity
simplify complicate
simulate mimic
sincere insincere
sincerely insincerely
sincerity insincerity
singe dance
singe perform
singe record
single double
single multiple
single-barreled double-barreled
single-breasted double-breasted
single-lane multilane
singly multiply
singular plural
singular_matrix nonsingular_matrix
sinistral dextral
sink climb
sink float
sink rise
sink slide
sink source
sinkable unsinkable
sip drink
sip guzzle
siphon drain
siphon funnel
sister brother
sisterly brotherly
sit hang
sit lie
sit say
sit stand
sit_down arise
sitter stander
sitting_trot rising_trot
sized unsized
skew align
skilled unskilled
skillfulness unskillfulness
skim_milk whole_milk
skinless skinned
skinned skinless
skip take
skirt pant
slam throw
slam whip
slander libel
slap pat
slap stroke
slaughter abduct
slaughter expel
slave_state free_state
sleep wake
sleepiness wakefulness
sleeping waking
sleeved sleeveless
sleeveless sleeved
slice cube
slice flake
slice grate
slice grind
slice mash
slice shred
slice sliver
slide rally
slide sink
slip dip
slip jump
slip_off slip_on
slip_on slip_off
slippery nonslippery
sliver grate
sliver mince
sliver slice
slow accelerate
slow boost
slow fast
slow hasten
slow spur
slow stimulate
slow_lane fast_lane
slowly quickly
slug bat
slug hit
small big
small large
smallness largeness
smart stupid
smart_bomb dumb_bomb
smash throw
smell clean
smell hate
smell inhale
smilingly unsmilingly
smokeless smoky
smoker nonsmoker
smoky smokeless
smooth rough
smooth roughen
smoothness roughness
smuggle import
smuggle manufacture
smuggle ship
snail_mail e-mail
snail_mail electronic_mail
snail_mail email
snarl unsnarl
snatch steal
sniff ingest
snip dry
soak boil
sober intoxicated
soberness drunkenness
sociability unsociability
sociable unsociable
sociably unsociably
social unsocial
socialism capitalism
socialistic capitalistic
soft hard
soft hardened
soft loud
soft-finned_fish spiny-finned_fish
soft_drug hard_drug
soft_water hard_water
softball hardball
soften harden
soften outline
soften reject
soften sharpen
soften toughen
softhearted hardhearted
softly loudly
softness hardness
softness loudness
softness sharpness
software hardware
sold unsold
soled soleless
soleless soled
solicit collect
solicit misappropriate
solid gaseous
solid hollow
solid liquid
solidity hollowness
solidity porosity
solubility insolubility
soluble insoluble
solvability unsolvability
solve worsen
solved unsolved
solvency insolvency
solvent insolvent
some all
some no
son daughter
sonic subsonic
sonic supersonic
soothe irritate
soothe quell
sophisticated naive
sophistication naivete
sorrow joy
sorrowful joyful
sound silence
sound unsound
soundness unsoundness
sour sweet
sour sweeten
source sink
source_program object_program
soured unsoured
south north
southern northern
southernness northernness
spaced unspaced
spare kill
spare punish
spark fuel
spark rekindle
sparkling still
spatial nonspatial
speaking nonspeaking
special_agent general_agent
special_verdict general_verdict
specialise diversify
specialist generalist
specialize diversify
specialized unspecialized
specific general
specific nonspecific
specifically generally
specified unspecified
specify generalize
spell unspell
spew spray
spherical nonspherical
spill dump
spineless spinous
spinous spineless
spiny-finned_fish soft-finned_fish
spirited spiritless
spiritless spirited
spiritualize literalize
splayfooted pigeon-toed
split sweep
split_ticket straight_ticket
splitter lumper
spoil hurt
spoils_system merit_system
spoken written
spontaneous induced
sporadic continual
sport feature
sportingly unsportingly
spot notice
sprain tear
sprain twist
spray burn
spray dump
spray pour
spray remove
spread gather
springtide neap_tide
spur dampen
spur discourage
spur hamper
spur hinder
spur slow
spuriousness genuineness
spurn accept
spurn embrace
squander lose
squander save
square round
square_shooter liar
squeeze bottle
squeeze peel
stab shoot
stabile mobile
stabilisation destabilisation
stabilise destabilise
stability instability
stabilization destabilization
stabilize destabilise
stabilize destabilize
stabilize weaken
stable unstable
stableness unstableness
staccato legato
staged unstaged
stained unstained
stale fresh
staleness freshness
stalinize destalinize
stall intensify
stall revive
stall sabotage
stand lie
stand sit
stand yield
stand_still move
standard nonstandard
stander sitter
standing running
standing seated
staple unstaple
star feature
starboard larboard
starchless starchy
starchy starchless
starless starry
starry starless
start continue
start end
start finish
start stop
starve be_full
starve feed
starve strangle
stash hide
state suggest
statesmanlike unstatesmanlike
station arm
station wound
stative active
stator rotor
stay change
stay depart
stay move
stay_in_place travel
steadily unsteadily
steadiness unsteadiness
steady unsteady
steal snatch
steam bake
steam boil
steam fry
steep gradual
stem spur
stemless stemmed
stemmed stemless
sterile fertile
steroidal nonsteroidal
stew roast
stick butter
stick cube
stiffen loosen
stiffen modify
stiffen relax
stiffen weaken
stifle spur
stifle stimulate
stigmatism astigmatism
still moving
still no_longer
still sparkling
stillbirth live_birth
stillborn_infant liveborn_infant
stimulate curtail
stimulate dampen
stimulate hinder
stimulate inhibit
stimulate sedate
stimulate slow
stimulate stifle
stimulating unstimulating
stimulative depressant
stinginess generosity
stingy generous
stipulate clarify
stitch heal
stockpile ship
stomatous astomatous
stone assault
stop begin
stop continue
stop intensify
stop keep
stop start
stop_consonant continuant_consonant
stoppable unstoppable
stormy calm
stoutheartedness faintheartedness
straight crooked
straight curly
straight curved
straight_line curve
straight_ticket split_ticket
straighten bend
straightness crookedness
straightness curliness
strain pull
strain unstrain
strand walk
strange familiar
stranger acquaintance
strangle starve
strap unstrap
stratified unstratified
stratified_language unstratified_language
stream beam
stream download
strength weakness
strengthen weaken
strengthening weakening
stress urge
stressed unstressed
stretch shrink
string unstring
stroke slap
strong weak
strong_point weak_point
strongly weakly
structured unstructured
stubborn docile
stuck unstuck
studied unstudied
studio location
stuff unstuff
stunt spur
stupid smart
stupidity intelligence
styleless stylish
stylish styleless
stymie stymy
stymy stymie
subartesian artesian
subdue disperse
subhuman superhuman
subjacent superjacent
subjective objective
subjectively objectively
subjugate liberate
submerge damage
submersible nonsubmersible
submersible surface_ship
submissive domineering
submit reject
submit withdraw
subordinate dominant
subordinate insubordinate
subordinating coordinating
subordination insubordination
subscript adscript
subscript superscript
subsequent antecedent
subsidize exempt
subsidize reimburse
subsidize restrict
subsidize tax
subsonic sonic
subsonic supersonic
substantial insubstantial
substantiality insubstantiality
substantiate contradict
substantiate disprove
substantiate dispute
substantiate rebut
substantiate refute
substantive adjective
subsurface overhead
subsurface surface
subtract add
subtraction addition
subtractive additive
subvert assert
subvert perpetuate
succeed fail
succeed precede
succeeding preceding
success failure
successful unsuccessful
successfully unsuccessfully
succumb survive
sudden gradual
sue defraud
suffer be_well
suffer enjoy
suffer escape
suffer fight
suffer survive
sufficiency insufficiency
sufficient insufficient
sufficiently insufficiently
suffix prefix
sugar flour
sugar salt
sugarless sugary
sugary sugarless
suggest acknowledge
suggest propose
suitability unsuitability
suitableness unsuitableness
suitably unsuitably
sully taint
summarize detail
summarize dispute
summer_solstice winter_solstice
summerize winterize
summery autumnal
summery vernal
summery wintry
sunrise sunset
sunset sunrise
superficial profound
superficiality profundity
superhuman subhuman
superior inferior
superiority inferiority
superjacent subjacent
supernal infernal
supernatural natural
superscript adscript
superscript subscript
supersonic sonic
supersonic subsonic
supervise suspend
supervised unsupervised
supination pronation
supply demand
support condemn
support criticize
support denounce
support oppose
support reject
support veto
supported unsupported
supportive unsupportive
suppress incite
suppress inhibit
suppress stimulate
suppress tolerate
suppress trigger
suppressed publicized
suppurative nonsuppurative
sure unsure
surface overhead
surface subsurface
surface-to-air air-to-air
surface-to-air air-to-surface
surface_mail air_mail
surface_ship submersible
surgical medical
surgical nonsurgical
surmount circumvent
surmountable insurmountable
surprise beat
surprised unsurprised
surprising unsurprising
surrender resist
surrender seize
surrender take
survive succumb
survive suffer
susceptibility unsusceptibility
susceptible unsusceptible
suspect charge
suspect convict
suspected unsuspected
suspend approve
suspend authorize
suspend cancel
suspend continue
suspend impose
suspend renew
suspend revoke
sustain have
swamp destroy
swat grab
swat miss
sway appease
sweep lead
sweet dry
sweet sour
sweeten sour
swell decrease
swell shrink
swept unswept
swerve park
swig drink
swing punch
swing swinge
swinge swing
switch keep
switch_off switch_on
switch_on switch_off
sworn unsworn
syllabic accentual
syllabic nonsyllabic
syllabic quantitative
symbolize depict
symmetrical asymmetrical
symmetrically asymmetrically
symmetry asymmetry
sympathetic unsympathetic
sympathetically unsympathetically
sympatric allopatric
sympatry allopatry
syncarpous apocarpous
syncategorem categorem
syncategorematic categorematic
syncategoreme categoreme
synchronic diachronic
synchronise desynchronise
synchronism asynchronism
synchronization desynchronization
synchronize desynchronize
synchronizing desynchronizing
synchronous asynchronous
synchronous_operation asynchronous_operation
synclinal anticlinal
syndetic asyndetic
synergist antagonist
synergistic antagonistic
synonym antonym
synonymous antonymous
syntagmatic paradigmatic
synthesis analysis
synthesize analyze
synthesize reproduce
synthetic analytic
systematic unsystematic
systematically unsystematically
table_d'hote a_la_carte
taciturn voluble
tactful tactless
tactfully tactlessly
tactfulness tactlessness
tactless tactful
tactlessly tactfully
tactlessness tactfulness
tail head
taint sully
take give
take_away add
take_away bring
take_in let_out
take_office leave_office
talented untalented
talk do
talk keep_quiet
talk_into talk_out_of
talk_out_of talk_into
tall short
tallness shortness
tally miss
tame wild
tameness wildness
tangibility intangibility
tangible intangible
tangled untangled
tanned untanned
tap divert
tap tape
tape tap
taper_file blunt_file
tapped untapped
tar ridicule
tardiness punctuality
taste mince
tasteful tasteless
tastefully tastelessly
tastefulness tastelessness
tasteless tasteful
tasteless tasty
tastelessly tastefully
tastelessness tastefulness
tasty tasteless
tax subsidize
taxable nontaxable
tear blow
tear sprain
tearful tearless
tearless tearful
technical nontechnical
technophile technophobe
technophobe technophile
tell say
tell thank
tell warn
temperance intemperance
temperate intemperate
tempered untempered
temporarily permanently
tend bury
tend eat
tender tough
tense lax
tense relax
tense relaxed
terminal intermediate
terminate extend
terminate finalize
terminate prolong
terminate renegotiate
terminate renew
terminate resume
terminate suspend
terminate void
terrestrial amphibious
terrestrial aquatic
terrify annoy
terrify inspire
territorial extraterritorial
territorial nonterritorial
territorial_waters high_sea
territorial_waters international_waters
terseness verboseness
testate intestate
text_edition trade_edition
thank assure
thank criticize
thank reassure
thank remind
thank tell
thaw defrost
theatrical untheatrical
theism atheism
thematic unthematic
theoretical applied
theoretical empirical
theoretically empirically
there here
thereness hereness
thermal nonthermal
thermal_reactor fast_reactor
thermoplastic thermosetting
thermosetting thermoplastic
thick thin
thicken thin
thickly thinly
thickness thinness
thin fat
thin full
thin thick
thin thicken
thin_person fat_person
thinkable unthinkable
thinly thickly
thinness thickness
thirsty hungry
thoughtful thoughtless
thoughtfully thoughtlessly
thoughtfulness thoughtlessness
thoughtfulness unthoughtfulness
thoughtless thoughtful
thoughtlessly thoughtfully
thoughtlessness thoughtfulness
threaten harm
three-piece one-piece
three-piece two-piece
thrifty wasteful
throw hit
throw miss
throw smash
throw toss
throw walk
throw wave
thwart halt
tide ebb
tidiness untidiness
tidy untidy
tie trail
tie untie
tied untied
tight leaky
tight loose
tight_money easy_money
tighten ease
tighten liberalize
tighten loosen
tighten relax
tighten repeal
tightening loosening
tightness looseness
timbered untimbered
time_off work_time
timeliness untimeliness
timid bold
timid brave
timidity boldness
tip deflect
tipped untipped
tire refresh
tire wheel
tired rested
toadstool mushroom
toed toeless
toeless toed
tolerable intolerable
tolerably intolerably
tolerance intolerance
tolerant intolerant
tolerantly intolerantly
tolerate abhor
tolerate condemn
tolerate fight
tolerate oppose
tolerate suppress
tonal atonal
tonality atonality
tone pat
toned toneless
toneless toned
tongued tongueless
tongueless tongued
tonic atonic
tonicity atonicity
toothed toothless
toothless toothed
top bottom
top side
top-down bottom-up
top_out bottom_out
topless topped
topped topless
topple assassinate
topple support
torch damage
torch vandalize
torpedo delay
toss throw
touched untouched
tough tender
toughen soften
tow escort
tow fly
tow sail
tow sink
toxic nontoxic
traceable untraceable
tracked trackless
trackless tracked
tractability intractability
tractable intractable
trade_edition text_edition
traditional nontraditional
tragedy comedy
trail face
trail lead
trail tie
train saddle
trained untrained
tramontane cismontane
transeunt immanent
transgress obey
transitive intransitive
transitively intransitively
transitivity intransitivity
transitivize detransitivize
translatable untranslatable
translate replicate
translational nontranslational
transmit beam
transmit emit
transparency opacity
transplant graft
transplant implant
transplant inject
transplant repair
transplant replant
trap bite
trap free
trapezium parallelogram
travel stay_in_place
traveled untraveled
treated untreated
tribalisation detribalisation
tribalization detribalization
tributary distributary
trick pity
triclinic monoclinic
trigger fuel
trigger precipitate
trim boost
trimmed untrimmed
trinucleate binucleate
trinucleate mononuclear
trip hook
trivialize exaggerate
trivialize glorify
troubled untroubled
trounce beat
trounce face
true false
true-false multiple-choice
trump outweigh
trust disrespect
trust distrust
trust embarrass
trust mistrust
trustful distrustful
trustfully distrustfully
trustiness untrustiness
trustworthiness untrustworthiness
trustworthy untrustworthy
truth falsehood
truth falsity
truthful untruthful
truthfully untruthfully
truthfulness untruthfulness
try do
try extradite
try need
try prefer
try say
try want
tubed tubeless
tubeless tubed
tuck wear
tucked untucked
tumble rise
tune untune
tuneful tuneless
tuneless tuneful
turn keep
turn_in turn_out
turn_out turn_in
turned unturned
twine untwine
twinkle mist
twist sprain
twist untwist
two-piece one-piece
two-piece three-piece
type antitype
type browse
type scrawl
typical atypical
typicality atypicality
typically atypically
uglify beautify
ugliness beauty
ugly beautiful
ultimate proximate
ultra_vires intra_vires
unable able
unabridged abridged
unabused abused
unacceptability acceptability
unacceptable acceptable
unacceptably acceptably
unaccommodating accommodating
unaccompanied accompanied
unaccustomed accustomed
unacknowledged acknowledged
unacquisitive acquisitive
unactable actable
unadaptability adaptability
unadaptable adaptable
unaddicted addicted
unaddressed addressed
unadjusted adjusted
unadoptable adoptable
unadorned adorned
unadventurous adventurous
unaffected affected
unaffectedness affectedness
unaffixed affixed
unafraid afraid
unaggressive aggressive
unagitated agitated
unairworthy airworthy
unalarming alarming
unalert alert
unalike alike
unalterability alterability
unalterable alterable
unaltered altered
unambiguity ambiguity
unambiguous ambiguous
unambiguously ambiguously
unambitious ambitious
unambitiously ambitiously
unamended amended
unanalyzed analyzed
unangry angry
unanimated animated
unapologetic apologetic
unappealable appealable
unappealing appealing
unappealingly appealingly
unappendaged appendaged
unappetizing appetizing
unappetizingness appetizingness
unappreciatively appreciatively
unapproachability approachability
unapproachable approachable
unargumentative argumentative
unarmed armed
unarmored armored
unarticulated articulated
unashamed ashamed
unashamedly ashamedly
unassertive assertive
unassertively assertively
unassigned assigned
unassisted assisted
unattached attached
unattractive attractive
unattractively attractively
unattractiveness attractiveness
unattributable attributable
unauthorized authorized
unavailability availability
unavailable available
unavenged avenged
unawakened awakened
unaware aware
unawed awed
unbalance balance
unbalanced balanced
unbalconied balconied
unbanded banded
unbaptized baptized
unbar bar
unbarreled barreled
unbecomingness becomingness
unbelief belief
unbelievably believably
unbelievingly believingly
unbelt belt
unbelted belted
unbend bend
unbeneficed beneficed
unbind bind
unblemished blemished
unblended blended
unblock block
unbodied bodied
unbolt bolt
unbordered bordered
unborn born
unbound bound
unbox box
unbraid braid
unbrainwashed brainwashed
unbranded branded
unbreakable breakable
unbreakableness breakableness
unbridgeable bridgeable
unbridle bridle
unbroken broken
unbuckle buckle
unburden burden
unburdened burdened
unburied buried
unbutton button
unbuttoned buttoned
uncamphorated camphorated
uncared-for cared-for
uncarpeted carpeted
uncarved carved
uncastrated castrated
uncaulked caulked
uncensored censored
unceremoniously ceremoniously
unceremoniousness ceremoniousness
uncertain certain
uncertainty certainty
uncertified certified
unchain chain
unchangeable changeable
unchanged changed
uncharacteristic characteristic
uncharacteristically characteristically
uncharged charged
uncharitable charitable
unchartered chartered
unchaste chaste
uncheerfulness cheerfulness
unchivalrously chivalrously
unchristian christian
uncivil civil
uncivilly civilly
unclasp clasp
unclassified classified
uncle aunt
unclean clean
uncleanliness cleanliness
unclear clear
uncleared cleared
unclearness clearness
unclip clip
unclog clog
unclothed clothed
unclutter clutter
uncoated coated
uncoil coil
uncoiled coiled
uncollected collected
uncolored colored
uncombed combed
uncombined combined
uncomfortable comfortable
uncomfortably comfortably
uncommitted committed
uncommon common
uncommonness commonness
uncommunicative communicative
uncommunicativeness communicativeness
uncompartmented compartmented
uncompassionate compassionate
uncomplaining complaining
uncomplainingly complainingly
uncomplimentary complimentary
uncompromising compromising
unconcealed concealed
unconcern concern
unconcerned concerned
unconditional conditional
unconditionally conditionally
unconditioned conditioned
unconfined confined
unconfirmed confirmed
uncongenial congenial
uncongeniality congeniality
unconnected connected
unconnectedness connectedness
unconquerable conquerable
unconscientious conscientious
unconscientiousness conscientiousness
unconscious conscious
unconsciously consciously
unconsciousness consciousness
unconstipated constipated
unconstitutional constitutional
unconstitutionally constitutionally
unconstricted constricted
unconsummated consummated
uncontaminated contaminated
uncontested contested
uncontrolled controlled
uncontroversial controversial
uncontroversially controversially
unconventional conventional
unconventionality conventionality
unconventionally conventionally
unconvinced convinced
unconvincing convincing
unconvincingly convincingly
uncooperative cooperative
uncork cork
uncorrected corrected
uncouple couple
uncousinly cousinly
uncover cover
uncover found
uncrannied crannied
uncrate crate
uncreative creative
uncreativeness creativeness
uncritical critical
uncritically critically
uncross cross
uncrossed crossed
uncrowded crowded
uncrowned crowned
uncrystallized crystallized
uncultivated cultivated
uncut cut
undamaged damaged
undatable datable
undeceive deceive
undeciphered deciphered
undeclared declared
undedicated dedicated
undefeated defeated
undefined defined
undelineated delineated
undemanding demanding
undemocratic democratic
undemocratically democratically
undemonstrative demonstrative
undeniable deniable
undependability dependability
undependable dependable
undependableness dependableness
undependably dependably
underachievement overachievement
underact overact
underbid outbid
underbid overbid
undercharge overcharge
undercut bolster
undercut rebut
undercut reflect
undercut reinforce
underdress overdress
underestimate exaggerate
underestimate overestimate
underestimate overstate
underexpose overexpose
undergarment overgarment
undergo await
undergo continue
undergo fail
undergo finish
undergo have
undergo refuse
underhand overhand
underived derived
underline outline
undermine bolster
undermine endanger
undermine ensure
undermine restore
undermine strengthen
underpay overpay
underpin fuel
underpin undermine
underplay exaggerate
underprivileged privileged
underscore express
underscore undermine
undershoot overshoot
underspend overspend
understate exaggerate
understate overestimate
understate overstate
understatement overstatement
understock overstock
understood ununderstood
undervalue overvalue
undervalue value
undescriptive descriptive
undeservedly deservedly
undesigned designed
undesirability desirability
undesirable desirable
undesirous desirous
undetected detected
undetermined determined
undeveloped developed
undifferentiated differentiated
undignified dignified
undiluted diluted
undimmed dimmed
undiplomatic diplomatic
undiplomatically diplomatically
undiscerning discerning
undiscriminating discriminating
undiversified diversified
undock dock
undocumented documented
undomestic domestic
undrained drained
undramatic dramatic
undramatically dramatically
undress dress
undrinkable drinkable
undue due
undynamic dynamic
uneager eager
unearned earned
unearned_run earned_run
unearth found
uneasy easy
unedifying edifying
uneducated educated
unemotional emotional
unemotional_person emotional_person
unemotionality emotionality
unemotionally emotionally
unemployable employable
unemployed employed
unemployment employment
unenclosed enclosed
unencumbered encumbered
unendowed endowed
unenforceable enforceable
unenforced enforced
unenlightened enlightened
unenlightening enlightening
unenlightenment enlightenment
unenlivened enlivened
unenterprising enterprising
unenthusiastic enthusiastic
unenthusiastically enthusiastically
unequal equal
unequally equally
unequipped equipped
unequivocal equivocal
unequivocalness equivocalness
unerect erect
unestablished established
unethical ethical
unethically ethically
uneven even
unevenly evenly
unevenness evenness
uneventful eventful
unexchangeability exchangeability
unexchangeable exchangeable
unexcitable excitable
unexcited excited
unexciting exciting
unexcitingly excitingly
unexhausted exhausted
unexpansive expansive
unexpected expected
unexpectedness expectedness
unexpendable expendable
unexpired expired
unexploited exploited
unexportable exportable
unextended extended
unfaceted faceted
unfair fair
unfairly fairly
unfairness fairness
unfaithful faithful
unfaithfully faithfully
unfaithfulness faithfulness
unfamiliar familiar
unfamiliarity familiarity
unfashionable fashionable
unfashionably fashionably
unfasten fasten
unfastened fastened
unfastidious fastidious
unfathomable fathomable
unfavorable favorable
unfavorableness favorableness
unfavorably favorably
unfeathered feathered
unfeelingly feelingly
unfilled filled
unfinished finished
unfit fit
unfitness fitness
unfixed fixed
unflattering flattering
unfledged fledged
unfocused focused
unfold fold
unfold unravel
unforgettable forgettable
unforgivably forgivably
unforgiving forgiving
unforgivingly forgivingly
unformed formed
unfortunate fortunate
unfortunately fortunately
unframed framed
unfree free
unfreeze freeze
unfretted fretted
unfriendliness friendliness
unfriendly friendly
unfrozen frozen
unfruitful fruitful
unfueled fueled
unfunded funded
unfurl roll_up
unfurnished furnished
unfurrowed furrowed
ungathered gathered
ungeared geared
ungenerous generous
unglazed glazed
ungodliness godliness
ungracefully gracefully
ungracious gracious
ungraciously graciously
ungraciousness graciousness
ungrammatical grammatical
ungrammatically grammatically
ungrateful grateful
ungratefully gratefully
ungregarious gregarious
ungroomed groomed
ungrudgingly grudgingly
unguiculate ungulate
unguided guided
ungulate unguiculate
ungusseted gusseted
unhappily happily
unhappiness happiness
unhappy happy
unharness harness
unheaded headed
unhealthful healthful
unhealthfulness healthfulness
unhealthy healthy
unhelpful helpful
unhelpfully helpfully
unhesitatingly hesitantly
unhitch hitch
unholiness holiness
unholy holy
unhook hook
unhurried hurried
unhurriedly hurriedly
unhygienically hygienically
unicameral bicameral
unidentifiable identifiable
unidimensional multidimensional
unidirectional bidirectional
uniform multiform
uniformity nonuniformity
unify abolish
unify disunify
unilateral multilateral
unilaterally multilaterally
unimaginatively imaginatively
unimodal bimodal
unimpaired impaired
unimportance importance
unimportant important
unimpressionable impressionable
unimpressive impressive
unimpressively impressively
unimproved improved
uninflected inflected
uninfluential influential
uninformative informative
uninformatively informatively
uninformed informed
uninhabited inhabited
uninhibited inhibited
uninitiate initiate
uninjectable injectable
uninjured injured
uninquiring inquiring
uninspiring inspiring
uninstall overwrite
uninstructive instructive
uninstructively instructively
uninsurability insurability
uninsured insured
unintelligent intelligent
unintelligently intelligently
unintelligibility intelligibility
unintelligible intelligible
unintelligibly intelligibly
unintended intended
unintentionally intentionally
uninterested interested
uninteresting interesting
uninterestingly interestingly
uninterestingness interestingness
unintrusive intrusive
uninucleate multinucleate
uninviting inviting
uninvolved involved
union disunion
union nonunion
union separation
uniparous multiparous
unipolar bipolar
unironed ironed
unitary federal
unite divide
united divided
univalent bivalent
univalent multivalent
univalve bivalve
universal particular
universal_proposition particular_proposition
unjust just
unjustifiably justifiably
unjustly justly
unkind kind
unkindly kindly
unkindness kindness
unknot knot
unknowable knowable
unknowingly knowingly
unknown known
unlabeled labeled
unlaced laced
unlamented lamented
unlash lash
unlaureled laureled
unlawful lawful
unlawfully lawfully
unlawfulness lawfulness
unleaded leaded
unleaded_gasoline leaded_gasoline
unleash bring
unleavened leavened
unlighted lighted
unlike like
unlikelihood likelihood
unlikeliness likeliness
unlikely likely
unlikeness likeness
unlimited limited
unlined lined
unlisted listed
unlisted_security listed_security
unlivable livable
unliveried liveried
unloaded loaded
unloading loading
unlock lock
unloved loved
unloving loving
unlubricated lubricated
unluckily luckily
unlucky lucky
unmade made
unmake make
unmalicious malicious
unmalleability malleability
unmalted malted
unmanageable manageable
unmanageably manageably
unmanfully manfully
unmanly manly
unmanned manned
unmarked marked
unmarried married
unmask mask
unmated mated
unmelodious melodious
unmelodiously melodiously
unmelted melted
unmemorably memorably
unmerited merited
unmilitary military
unmindful mindful
unmindfully mindfully
unmindfulness mindfulness
unmined mined
unmitigated mitigated
unmodifiable modifiable
unmodified modified
unmodulated modulated
unmotivated motivated
unmotorized motorized
unmoved moved
unmoving moving
unmown mown
unmusical musical
unmusically musically
unmuzzle muzzle
unmyelinated myelinated
unnatural natural
unnaturally naturally
unnaturalness naturalness
unnecessarily necessarily
unnecessary necessary
unneighborliness neighborliness
unnerve excite
unneurotic neurotic
unnoticeable noticeable
unnoticed noticed
unobligated obligated
unobstructed obstructed
unobtrusive obtrusive
unobtrusively obtrusively
unobtrusiveness obtrusiveness
unobvious obvious
unoccupied occupied
unoffending offending
unofficial official
unofficially officially
unoiled oiled
unopposable opposable
unopposed opposed
unorganized organized
unoriented oriented
unoriginal original
unoriginality originality
unorthodox orthodox
unorthodoxy orthodoxy
unostentatious ostentatious
unowned owned
unpack pack
unpackaged packaged
unpaid paid
unpaintable paintable
unpainted painted
unpalatability palatability
unpalatable palatable
unpalatably palatably
unpardonable pardonable
unpardonably pardonably
unparented parented
unpatriotic patriotic
unpatriotically patriotically
unpatronized patronized
unpaved paved
unpeaceful peaceful
unperceptive perceptive
unperceptiveness perceptiveness
unpermissive permissive
unpermissiveness permissiveness
unperplexed perplexed
unpersuasiveness persuasiveness
unpin pin
unplanned planned
unplanted planted
unplayable playable
unplayful playful
unpleasant pleasant
unpleasantly pleasantly
unpleasantness pleasantness
unpleasingness pleasingness
unplowed plowed
unplug plug_in
